<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
EURUSD;D;20011218;000000;0.9024000;0.9050000;0.8991000;0.9029000;0
EURUSD;D;20011219;000000;0.9025000;0.9043000;0.8951000;0.9004000;0
EURUSD;D;20011220;000000;0.9005000;0.9015000;0.8959000;0.9006000;0
EURUSD;D;20011221;000000;0.9001000;0.9020000;0.8849000;0.8870000;0
EURUSD;D;20011222;000000;0.8872000;0.8891000;0.8871000;0.8885000;0
EURUSD;D;20011224;000000;0.8884000;0.8911000;0.8740000;0.8776000;0
EURUSD;D;20011225;000000;0.8777000;0.8803000;0.8767000;0.8797000;0
EURUSD;D;20011226;000000;0.8788000;0.8801000;0.8770000;0.8794000;0
EURUSD;D;20011227;000000;0.8795000;0.8873000;0.8771000;0.8827000;0
EURUSD;D;20011228;000000;0.8827000;0.8847000;0.8786000;0.8836000;0
EURUSD;D;20011229;000000;0.8837000;0.8860000;0.8828000;0.8852000;0
EURUSD;D;20011231;000000;0.8852000;0.8927000;0.8822000;0.8920000;0
EURUSD;D;20020101;000000;0.8923000;0.8923000;0.8858000;0.8898000;0
EURUSD;D;20020102;000000;0.8897000;0.9072000;0.8880000;0.9038000;0
EURUSD;D;20020103;000000;0.9038000;0.9065000;0.8972000;0.8999000;0
EURUSD;D;20020104;000000;0.8998000;0.9007000;0.8937000;0.8951000;0
EURUSD;D;20020105;000000;0.8950000;0.8956000;0.8942000;0.8946000;0
EURUSD;D;20020107;000000;0.8948000;0.9003000;0.8882000;0.8936000;0
EURUSD;D;20020108;000000;0.8936000;0.8944000;0.8891000;0.8896000;0
EURUSD;D;20020110;000000;0.8916000;0.8944000;0.8905000;0.8915000;0
EURUSD;D;20020111;000000;0.8914000;0.8940000;0.8897000;0.8912000;0
EURUSD;D;20020114;000000;0.8948000;0.8958000;0.8912000;0.8943000;0
EURUSD;D;20020115;000000;0.8929000;0.8932000;0.8836000;0.8855000;0
EURUSD;D;20020116;000000;0.8855000;0.8855000;0.8800000;0.8833000;0
EURUSD;D;20020117;000000;0.8836000;0.8847000;0.8790000;0.8809000;0
EURUSD;D;20020118;000000;0.8817000;0.8839000;0.8792000;0.8831000;0
EURUSD;D;20020121;000000;0.8857000;0.8857000;0.8822000;0.8835000;0
EURUSD;D;20020122;000000;0.8832000;0.8855000;0.8809000;0.8822000;0
EURUSD;D;20020123;000000;0.8871000;0.8882000;0.8824000;0.8834000;0
EURUSD;D;20020124;000000;0.8790000;0.8800000;0.8749000;0.8789000;0
EURUSD;D;20020125;000000;0.8780000;0.8789000;0.8626000;0.8661000;0
EURUSD;D;20020126;000000;0.8660000;0.8666000;0.8650000;0.8653000;0
EURUSD;D;20020128;000000;0.8647000;0.8662000;0.8540000;0.8603000;0
EURUSD;D;20020129;000000;0.8618000;0.8643000;0.8591000;0.8619000;0
EURUSD;D;20020130;000000;0.8641000;0.8676000;0.8598000;0.8613000;0
EURUSD;D;20020131;000000;0.8625000;0.8653000;0.8598000;0.8612000;0
EURUSD;D;20020208;000000;0.8731000;0.8744000;0.8714000;0.8724000;0
EURUSD;D;20020209;000000;0.8727000;0.8739000;0.8717000;0.8732000;0
EURUSD;D;20020211;000000;0.8707000;0.8804000;0.8700000;0.8764000;0
EURUSD;D;20020212;000000;0.8756000;0.8799000;0.8737000;0.8755000;0
EURUSD;D;20020213;000000;0.8750000;0.8773000;0.8698000;0.8715000;0
EURUSD;D;20020214;000000;0.8715000;0.8751000;0.8677000;0.8744000;0
EURUSD;D;20020215;000000;0.8738000;0.8746000;0.8689000;0.8733000;0
EURUSD;D;20020218;000000;0.8735000;0.8747000;0.8697000;0.8710000;0
EURUSD;D;20020219;000000;0.8710000;0.8770000;0.8660000;0.8759000;0
EURUSD;D;20020220;000000;0.8770000;0.8789000;0.8710000;0.8723000;0
EURUSD;D;20020221;000000;0.8694000;0.8725000;0.8678000;0.8696000;0
EURUSD;D;20020222;000000;0.8695000;0.8782000;0.8677000;0.8759000;0
EURUSD;D;20020223;000000;0.8762000;0.8766000;0.8751000;0.8757000;0
EURUSD;D;20020225;000000;0.8752000;0.8764000;0.8732000;0.8739000;0
EURUSD;D;20020226;000000;0.8704000;0.8722000;0.8663000;0.8689000;0
EURUSD;D;20020227;000000;0.8644000;0.8671000;0.8623000;0.8652000;0
EURUSD;D;20020228;000000;0.8648000;0.8670000;0.8628000;0.8651000;0
EURUSD;D;20020301;000000;0.8674000;0.8699000;0.8639000;0.8652000;0
EURUSD;D;20020304;000000;0.8654000;0.8721000;0.8629000;0.8702000;0
EURUSD;D;20020305;000000;0.8696000;0.8710000;0.8647000;0.8702000;0
EURUSD;D;20020306;000000;0.8711000;0.8766000;0.8694000;0.8756000;0
EURUSD;D;20020307;000000;0.8793000;0.8817000;0.8736000;0.8795000;0
EURUSD;D;20020311;000000;0.8751000;0.8780000;0.8731000;0.8759000;0
EURUSD;D;20020312;000000;0.8755000;0.8771000;0.8701000;0.8751000;0
EURUSD;D;20020313;000000;0.8759000;0.8791000;0.8724000;0.8761000;0
EURUSD;D;20020314;000000;0.8788000;0.8848000;0.8768000;0.8823000;0
EURUSD;D;20020315;000000;0.8838000;0.8870000;0.8805000;0.8822000;0
EURUSD;D;20020316;000000;0.8823000;0.8833000;0.8819000;0.8823000;0
EURUSD;D;20020318;000000;0.8802000;0.8838000;0.8779000;0.8828000;0
EURUSD;D;20020319;000000;0.8828000;0.8848000;0.8805000;0.8819000;0
